geometry,OBJECTID,TAGID,CNAME1,CNAME2,CNAME3,GENUS,SPECIES,CULTIVAR,DIAMETER,DBHHEIGHT,NUMTRUNK,HEIGHT,TRUNKHEIGHT,CRADAVG,Latitude,Longitude,Long,longitude,latitude
POINT (-76.9436166 38.9847235),7453,0,Camellia,Japanese,R.L. Wheeler,Camellia,japonica,R.L. Wheeler,0,4.5,1,0,0,0,,,,-76.9436166,38.9847235
POINT (-76.9478491 38.99314),7454,2525,Oak,Pin,,Quercus,palustris,,15.6,4.5,1,33,5.5,14.5,,,,-76.9478491,38.99314
POINT (-76.9500371 38.9925937),7455,0,Viburnum,Arrowwood,,Viburnum,dentatum,,0,4.5,1,0,0,0,,,,-76.9500371,38.9925937
POINT (-76.9475881 38.98611),7456,991,Maple,Sugar,,Acer,saccharum,,7.5,4.5,1,24,5,9.6,,,,-76.9475881,38.98611
POINT (-76.9510282 38.9905668),7457,0,Yucca,Adams Needle,Color Guard,Yucca,filamentosa,Color guard,0,4.5,1,2,0,1,,,,-76.9510282,38.9905668
POINT (-76.9413484 38.9839824),7458,0,Rose,Hybrid,Sunny Knock Out,Rosa,hybrida,Radsunny,0,4.5,1,2,0,1,,,,-76.9413484,38.9839824
POINT (-76.9475564 38.9860223),7459,0,Sage,Mexican Bush,,Salvia,leucantha,,0,0,0,0,0,0,,,,-76.9475564,38.9860223
POINT (-76.9546563 38.985622),7460,0,Holly,American,,Ilex,opaca,,0,4.5,1,5,0,2,,,,-76.9546563,38.985622
POINT (-76.9509146 38.9914468),7461,3663,Birch,River,,Betula,nigra,,4.8,4.5,1,16.4,5.7,8.2,,,,-76.9509146,38.9914468
POINT (-76.9417019 38.9945684),7462,0,Maple,Freeman,Autumn Blaze,Acer,x freemanii,Autumn Blaze,2.8,4.5,1,0,6,0,,,,-76.9417019,38.9945684
POINT (-76.9470973 38.9863499),7463,981,Raintree,Golden,,Koelreuteria,paniculata,,15,4.5,2,27.3,7,17.4,,,,-76.9470973,38.9863499
POINT (-76.9434483 38.9927287),7464,0,Crapemyrtle,,,Lagerstroemia,sp.,,0,4.5,1,0,0,0,,,,-76.9434483,38.9927287
POINT (-76.9448468 38.9863383),7465,0,Cherry,Yoshino,,Prunus,x yedoensis,,4.2,4,1,15,2,6.7,,,,-76.9448468,38.9863383
POINT (-76.9529917 38.9858895),7466,3131,Maple,Red,,Acer,rubrum,,33.4,4.5,1,0,0,0,,,,-76.9529917,38.9858895
POINT (-76.9397176 38.9897517),7467,0,Cherry,Sargent,Columnaris,Prunus,sargentii,Columnaris,0,4.5,1,10,4,3,,,,-76.9397176,38.9897517
POINT (-76.9229138 38.9963463),7468,0,Holly,Japanese,,Ilex,crenata,,0,4.5,1,1.5,0,1.5,,,,-76.9229138,38.9963463
POINT (-76.9497764 38.9920709),7469,0,Sweetspire,Virginia,,Itea,virginica,,0,4.5,1,2.5,0,1,,,,-76.9497764,38.9920709
POINT (-76.9518077 38.9866403),7470,3780,Oak,Pin,,Quercus,palustris,,2.4,4.5,1,12,3.5,5.8,,,,-76.9518077,38.9866403
POINT (-76.9433982 38.986732),7471,0,Holly,Winterberry,,Ilex,verticillata,,0,4.5,1,8,0,3,,,,-76.9433982,38.986732
POINT (-76.9420004 38.9898524),7472,3386,Oak,Willow,,Quercus,phellos,,21.8,4.5,1,70,10,21.9,,,,-76.9420004,38.9898524
POINT (-76.9429477 38.9865579),7473,897,Oak,Willow,,Quercus,phellos,,10.4,4.5,1,35,12.5,14.4,,,,-76.9429477,38.9865579
POINT (-76.9491022 38.9892443),7474,0,Pear,Ornamental,Cleveland Select,Pyrus,calleryana,Cleveland Select,3.3,4.5,1,0,0,0,,,,-76.9491022,38.9892443
POINT (-76.9482783 38.9920911),7475,0,azalea,hybrid,Talbot,Rhododendron,x,Talbot,0,4.5,1,1,0,1,,,,-76.9482783,38.9920911
POINT (-76.9483862 38.992058),7476,0,Pieris,Japanese,,Pieris,japonica,Mountain Fire,0,4.5,1,0,0,0,,,,-76.9483862,38.992058
POINT (-76.9399369 38.996707),7477,0,Blackgum,Common,,Nyssa,sylvatica,,4.1,4.5,1,14,0,6.2,,,,-76.9399369,38.996707
POINT (-76.9437443 38.9915734),7478,0,Mulberry,White,,Morus,alba,,4,4.5,6,0,0,0,,,,-76.9437443,38.9915734
POINT (-76.935895 38.9880866),7479,784,Oak,Pin,,Quercus,palustris,,20.3,4.5,1,49,10,26.6,,,,-76.935895,38.9880866
POINT (-76.9435074 38.9909385),7480,0,Sage,Desert Indigo,,Salvia,arizonica,,0,4.5,1,0,0,0,,,,-76.9435074,38.9909385
POINT (-76.9423325 38.9885282),7481,0,Viburnum,Leatherleaf,,Viburnum,rhytidophyllum,,0,4.5,1,17,0,0,,,,-76.9423325,38.9885282
POINT (-76.9501747 38.9924009),7482,0,Yew,English,Spreading,Taxus,baccata,Repandens,0,4.5,1,0,0,0,,,,-76.9501747,38.9924009
POINT (-76.949214 38.9902216),7483,0,Magnolia,Sweetbay,,Magnolia,virginiana,,4,4.5,5,0,0,0,,,,-76.949214,38.9902216
POINT (-76.9445419 38.992447),7484,0,Hornbeam,European,Frans Fontaine,Carpinus,betulus,Frans Fontaine,2.5,4.5,1,0,0,0,,,,-76.9445419,38.992447
POINT (-76.9495898 38.9908304),7485,0,Barberry,Hybrid,William Penn,Berberis,x gladwynensis,William Penn,0,4.5,1,1.5,0,0.5,,,,-76.9495898,38.9908304
POINT (-76.9470841 38.9925344),7486,0,Boxwood,,,Buxus,sp.,,0,0,0,0,0,0,,,,-76.9470841,38.9925344
POINT (-76.9495159 38.9924566),7487,0,Sumac,Fragrant,Gro-Low,Rhus,aromatica,Gro-Low,0,4.5,1,0,0,0,,,,-76.9495159,38.9924566
POINT (-76.9453363 38.9875116),7488,0,Rose,Hybrid,Double Knock Out,Rosa,x,Radtko,0,4.5,1,0,0,0,,,,-76.9453363,38.9875116
POINT (-76.9416606 38.9909555),7489,0,Sweetspire,Virginia,Henry's Garnet,Itea,virginica,Henry's Garnet,0,0,0,0,0,0,,,,-76.9416606,38.9909555
POINT (-76.9410423 38.9839416),7490,0,Hydrangea,Bigleaf,Forever & Ever,Hydrangea,macrophylla,Red Sensation,0,4.5,1,1.5,0,0.5,,,,-76.9410423,38.9839416
POINT (-76.9379817 38.9925367),7491,0,Maple,Red,,Acer,rubrum,,5.6,4.5,1,0,0,0,,,,-76.9379817,38.9925367
POINT (-76.9418024 38.991211),7492,0,Azalea,Hybrid,W.W. Vines,Rhododendron,x,W.W. Vines,0,0,0,0,0,0,,,,-76.9418024,38.991211
POINT (-76.9517677 38.9917642),7493,3487,Holly,Hybrid,,Ilex,x,,0,4.5,1,14,0,3,,,,-76.9517677,38.9917642
POINT (-76.9420741 38.9970533),7494,0,Ash,White,,Fraxinus,americana,,5.2,4.5,1,17.2,1,8,,,,-76.9420741,38.9970533
POINT (-76.9503508 38.9898658),7495,0,Crapemyrtle,,,Lagerstroemia,sp.,,0,4.5,8,19,7.5,8,,,,-76.9503508,38.9898658
POINT (-76.9413413 38.9912525),7496,0,Sweetspire,Virginia,,Itea,virginica,Sprich,0,0,0,0,0,0,,,,-76.9413413,38.9912525
POINT (-76.9539678 39.0035043),7497,0,Sweetgum,American,,Liquidambar,styraciflua,,7.9,4.5,1,32.6,11,9.6,,,,-76.9539678,39.0035043
POINT (-76.9512677 38.9904316),7498,0,Spiraea,Bumald,Anthony Waterer,Spiraea,x bumalda,Anthony Waterer,0,4.5,1,3,0,2,,,,-76.9512677,38.9904316
POINT (-76.941269 38.999437),7499,0,Pine,Japanese Black,,Pinus,thunbergii,,6,4.5,1,9,3.5,7.8,,,,-76.941269,38.999437
POINT (-76.9440519 38.9842718),7500,366,Cherry,Yoshino,,Prunus,x yedoensis,,9.5,4.5,1,35,15,19.3,,,,-76.9440519,38.9842718
POINT (-76.9416537 38.9909544),7501,0,Aucuba,Japanese,Mr. Goldstrike,Aucuba,japonica,Mr. Goldstrike,0,0,0,0,0,0,,,,-76.9416537,38.9909544
POINT (-76.9438526 38.9906541),7502,1380,Oak,Willow,,Quercus,phellos,,23,4.5,1,56,7,24.4,,,,-76.9438526,38.9906541
POINT (-76.9413497 38.9840306),7503,0,Clethra,Summer Sweet,,Clethra,alnifolia,,0,4.5,1,5,0,0,,,,-76.9413497,38.9840306
POINT (-76.9418565 38.9912719),7504,0,Cherry,Laurel,,Prunus,laurocerasus,Otto Luyken,0,0,0,0,0,0,,,,-76.9418565,38.9912719
POINT (-76.9334873 38.9847388),7505,1673,Pine,Japanese Black,,Pinus,thunbergii,,11.5,4.5,1,40,0.5,12.7,,,,-76.9334873,38.9847388
POINT (-76.950477 38.9914263),7506,0,Sweetspire,Virginia,Little Henry,Itea,virginica,Sprich,0,4.5,1,3.5,0,2,,,,-76.950477,38.9914263
POINT (-76.950459 38.9915391),7507,0,Burning Bush,Common,,Euonymus,alatus,,0,4.5,1,4,0,2.5,,,,-76.950459,38.9915391
POINT (-76.9482122 38.9921605),7508,0,,,,Rhododendron,sp.,,0,4.5,1,4.5,0,2,,,,-76.9482122,38.9921605
POINT (-76.936163 38.9882142),7509,0,Buckeye,Bottlebrush,,Aesculus,parviflora,,0,4.5,1,3,0,0,,,,-76.936163,38.9882142
POINT (-76.9484061 38.9921135),7510,0,Hibiscus,,,Hibiscus,,,0,4.5,1,0,0,0,,,,-76.9484061,38.9921135
POINT (-76.9497965 38.9899615),7511,0,Holly,Chinese,Dwarf Burford,Ilex,cornuta,Burfordii Nana,0,4.5,1,3,0,2,,,,-76.9497965,38.9899615
POINT (-76.9517086 38.9892773),7512,0,Magnolia,Southern,,Magnolia,grandiflora,,3.7,4.5,1,12.5,0.5,3.9,,,,-76.9517086,38.9892773
POINT (-76.9553045 38.9866319),7513,3108,Oak,Willow,,Quercus,phellos,,27.1,4.5,1,0,0,0,,,,-76.9553045,38.9866319
POINT (-76.9446374 38.9850061),7514,416,Oak,White,,Quercus,alba,,22.6,4.5,1,45,8,21,,,,-76.9446374,38.9850061
POINT (-76.9510836 38.9869256),7515,3248,Oak,Pin,,Quercus,palustris,,7.5,4.5,1,34,5,11.8,,,,-76.9510836,38.9869256
POINT (-76.9521892 38.9889274),7516,0,Blackgum,Common,,Nyssa,sylvatica,,0,4.5,1,0,0,0,,,,-76.9521892,38.9889274
POINT (-76.9410966 38.9911842),7517,0,Hydrangea,Panicle,Limelight,Hydrangea,paniculata,Limelight,0,0,0,0,0,0,,,,-76.9410966,38.9911842
POINT (-76.9496362 38.990496),7518,0,Holly,Japanese,,Ilex,crenata,,0,4.5,1,0,0,0,,,,-76.9496362,38.990496
POINT (-76.9515555 38.9916446),7519,0,Cypress,Bald,,Taxodium,distichum,,0,4.5,1,10,0,3,,,,-76.9515555,38.9916446
POINT (-76.9460519 38.9849703),7520,0,Cherry,,,Prunus,sp.,,0,4.5,1,0,0,0,,,,-76.9460519,38.9849703
POINT (-76.9458233 38.9919454),7521,2403,Crabapple,,,Malus,sp.,,21.2,2,1,33,8,22.9,,,,-76.9458233,38.9919454
POINT (-76.9502185 38.9898422),7522,0,Lilac,Manchurian,Miss Kim,Syringa,patula,Miss Kim,0,4.5,1,3.5,0,2,,,,-76.9502185,38.9898422
POINT (-76.9502146 38.9928826),7523,0,Yew,English,Spreading,Taxus,baccata,Repandens,0,4.5,1,2,0,1.5,,,,-76.9502146,38.9928826
POINT (-76.9501422 38.9899964),7524,0,Spiraea,Bumald,Anthony Waterer,Spiraea,x bumalda,Anthony Waterer,0,4.5,1,3,0,2,,,,-76.9501422,38.9899964
POINT (-76.9472403 38.9849769),7525,1014,Maple,Red,Bowhall,Acer,rubrum,Bowhall,10.3,4.5,1,45,5.5,13.7,,,,-76.9472403,38.9849769
POINT (-76.9436562 38.9846881),7526,0,Camellia,Japanese,Rosea Supurba,Camellia,japonica,Rosea Supurba,0,4.5,1,0,0,0,,,,-76.9436562,38.9846881
POINT (-76.9503195 38.9895664),7527,0,Planetree,London,,Platanus,x acerifolia,,5,4.5,1,22,6.5,9.7,,,,-76.9503195,38.9895664
POINT (-76.9496815 38.9923265),7528,0,Sweetspire,Virginia,Little Henry,Itea,virginica,Sprich,0,4.5,1,0,0,0,,,,-76.9496815,38.9923265
POINT (-76.9412897 38.9838437),7529,0,Rose,Hybrid,Peach Drift,Rosa,x,Meiggili,0,4.5,1,1,0,0.5,,,,-76.9412897,38.9838437
POINT (-76.9414877 38.9964695),7530,0,Ginkgo,Biloba,,Ginkgo,biloba,,3.8,4.5,1,0,0,0,,,,-76.9414877,38.9964695
POINT (-76.9480524 38.9863768),7531,0,Fothergilla,Dwarf,,Fothergilla,gardenii,,0,0,0,0,0,0,,,,-76.9480524,38.9863768
POINT (-76.9483543 38.9893213),7532,0,Pear,Ornamental,Cleveland Select,Pyrus,calleryana,Cleveland Select,3.5,4.5,1,0,0,0,,,,-76.9483543,38.9893213
POINT (-76.9498711 38.9920885),7533,0,Cherry,Laurel,Schipkaensis,Prunus,laurocerasus,Schipkaensis,0,4.5,1,4.5,0,1,,,,-76.9498711,38.9920885
POINT (-76.9491802 38.9925763),7534,0,Cherry,Laurel,Otto Luyken,Prunus,laurocerasus,Otto Luyken,0,4.5,1,0,0,0,,,,-76.9491802,38.9925763
POINT (-76.9424888 38.98645),7535,0,Maple,Japanese,,Acer,palmatum,,15.7,3,4,14,3,12.1,,,,-76.9424888,38.98645
POINT (-76.9499316 38.9930263),7536,0,Arborvitae,Eastern White,Emerald Green,Thuja,occidentalis,Emerald Green,1,4.5,1,7.7,0,0.5,,,,-76.9499316,38.9930263
POINT (-76.941198 38.9837659),7537,0,rhododendron,Hybrid,Autumn Royalty,Rhododendron,x,Conlec,0,4.5,1,2.5,0,1,,,,-76.941198,38.9837659
POINT (-76.9410864 38.9869335),7538,0,Fringetree,White,,Chionanthus,virginicus,,9.3,2,5,8,1,8.1,,,,-76.9410864,38.9869335
POINT (-76.9390345 38.9867795),7539,752,Locust,Honey,Thornless,Gleditsia,triacanthos var. inermis,,29.9,4.5,1,64.6,10.5,28,,,,-76.9390345,38.9867795
POINT (-76.9433452 38.9877802),7540,0,Holly,Hybrid,Foster,Ilex,x attenuata,Fosteri,0,4.5,1,9,0,3,,,,-76.9433452,38.9877802
POINT (-76.9520179 38.9863528),7541,0,Rose,,,Rosa,hybrida,Radsunny,0,4.5,1,2,0,0.5,,,,-76.9520179,38.9863528
POINT (-76.9518177 38.9885504),7542,0,Holly,Hybrid,Foster,Ilex,x attenuata,Fosteri,3,4.5,2,11,0,2.6,,,,-76.9518177,38.9885504
POINT (-76.9429706 38.9948121),7543,0,Maple,Red,,Acer,rubrum,,3.3,4.5,1,0,0,0,,,,-76.9429706,38.9948121
POINT (-76.9454369 38.9848853),7544,0,Birch,River,,Betula,nigra,,10.7,4.5,1,0,0,0,,,,-76.9454369,38.9848853
POINT (-76.9487996 38.9941608),7545,0,Crapemyrtle,,,Lagerstroemia,indica,,3.8,4.5,1,11.1,1,4.5,,,,-76.9487996,38.9941608
POINT (-76.9484039 38.9940252),7546,0,Planetree,London,Bloodgood,Platanus,x acerifolia,Bloodgood,2.7,4.5,1,24,5,6.2,,,,-76.9484039,38.9940252
POINT (-76.9504918 38.9890291),7547,0,Crapemyrtle,Hybrid,Natchez,Lagerstroemia,x,Natchez,0,4.5,3,12.5,2.7,5,,,,-76.9504918,38.9890291
POINT (-76.9398602 38.9894587),7548,0,Orchid,Hardy Ground,,Bletilla,,,0,4.5,1,0,0,0,,,,-76.9398602,38.9894587
POINT (-76.9523969 38.9865703),7549,0,Juniper,,,Juniperus,,,0,4.5,1,2,0,2,,,,-76.9523969,38.9865703
POINT (-76.9404783 38.9817997),7550,252,Oak,Pin,,Quercus,palustris,,16,4.5,1,45,13,16.9,,,,-76.9404783,38.9817997
POINT (-76.9484578 38.9845551),7551,0,Osmanthus,Holly-Leaf,Gulftide,Osmanthus,heterophyllus,Gulftide,0,4.5,1,0,0,0,,,,-76.9484578,38.9845551
POINT (-76.935946 38.9896185),7552,1926,Oak,Pin,,Quercus,palustris,,14.3,4.5,1,44,7,15.4,,,,-76.935946,38.9896185
POINT (-76.9512511 38.9904273),7553,0,Spiraea,Bumald,Anthony Waterer,Spiraea,x bumalda,Anthony Waterer,0,4.5,1,3,0,2,,,,-76.9512511,38.9904273
POINT (-76.9495175 38.9924269),7554,0,Sumac,Fragrant,Gro-Low,Rhus,aromatica,Gro-Low,0,4.5,1,0,0,0,,,,-76.9495175,38.9924269
POINT (-76.9473394 38.9860818),7555,0,Lilac,Tree,Ivory Silk,Syringa,reticulata,Ivory Silk,0,4.5,1,0,0,0,,,,-76.9473394,38.9860818
POINT (-76.9415772 38.9911479),7556,0,Azalea,Hybrid,W.W. Vines,Rhododendron,x,W.W. Vines,0,0,0,0,0,0,,,,-76.9415772,38.9911479
POINT (-76.9411725 38.9912912),7557,0,,,,Quercus,shumardii,,0,0,0,0,0,0,,,,-76.9411725,38.9912912
POINT (-76.9489807 38.9919829),7558,0,Elm,American,,Ulmus,americana,,3,4.5,1,0,0,0,,,,-76.9489807,38.9919829
POINT (-76.9431769 38.9840595),7559,350,Maple,Sugar,,Acer,saccharum,,12,4.5,1,33,7,15.2,,,,-76.9431769,38.9840595
POINT (-76.950106 38.9901393),7560,0,Barberry,Japanese,Crimson Pygmy,Berberis,thunbergii var. atropurpurea,Crimson Pygmy,0,4.5,1,1.5,0,0.5,,,,-76.950106,38.9901393
POINT (-76.9371916 38.9905999),7561,2167,Oak,Pin,,Quercus,palustris,,14.5,4.5,1,36,8,19.2,,,,-76.9371916,38.9905999
POINT (-76.9500788 38.9911955),7562,0,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,5.7,4.5,1,11.2,0.5,4,,,,-76.9500788,38.9911955
POINT (-76.9438864 38.9958773),7563,2718,Oak,White,,Quercus,alba,,19.4,4.5,1,0,0,0,,,,-76.9438864,38.9958773
POINT (-76.9480526 38.9924874),7564,0,Hydrangea,Smooth,,Hydrangea,arborescens,,0,4.5,1,1,0,0.5,,,,-76.9480526,38.9924874
POINT (-76.9448407 38.9842003),7565,424,Oak,White,,Quercus,alba,,25.5,4.5,1,51,4,17.6,,,,-76.9448407,38.9842003
POINT (-76.9411822 38.9837651),7566,0,,,,Rhododendron,x,Mootum,0,4.5,1,0,0,0,,,,-76.9411822,38.9837651
POINT (-76.9415523 38.9946704),7567,0,Maple,Freeman,Autumn Blaze,Acer,x freemanii,Autumn Blaze,3.3,4.5,1,0,6,0,,,,-76.9415523,38.9946704
POINT (-76.9492504 38.9923437),7568,0,Rose,Hybrid,Knock Out,Rosa,x,Radrazz,0,4.5,1,0,0,0,,,,-76.9492504,38.9923437
POINT (-76.9439867 38.9873436),7569,1300,Pine,Japanese Black,,Pinus,thunbergii,,5,4.5,1,11,4,9.8,,,,-76.9439867,38.9873436
POINT (-76.9416386 38.9909725),7570,0,Aucuba,Japanese,Mr. Goldstrike,Aucuba,japonica,Mr. Goldstrike,0,0,0,0,0,0,,,,-76.9416386,38.9909725
POINT (-76.949613 38.9907947),7571,0,Sweetspire,Virginia,Little Henry,Itea,virginica,Sprich,0,4.5,1,2.5,0,2,,,,-76.949613,38.9907947
POINT (-76.9372447 38.9848442),7572,1713,Oak,Red,,Quercus,rubra,,6.2,4.5,1,19,3,8.2,,,,-76.9372447,38.9848442
POINT (-76.9539228 39.0044283),7573,0,Oak,Pin,,Quercus,palustris,,12.9,4.5,1,64.6,17,12,,,,-76.9539228,39.0044283
POINT (-76.9371686 38.9898404),7574,1966,Oak,Pin,,Quercus,palustris,,20.6,4.5,1,55,6,24,,,,-76.9371686,38.9898404
POINT (-76.9422353 38.9949421),7575,0,Serviceberry,,,Amelanchier,sp.,,0,4.5,1,8,0,0,,,,-76.9422353,38.9949421
POINT (-76.9523121 38.9863924),7576,0,,,,Rhododendron,,,0,4.5,1,2,0,0.5,,,,-76.9523121,38.9863924
POINT (-76.9376024 38.9828729),7577,1401,Crabapple,,,Malus,sp.,,14,1,1,17,8,11.2,,,,-76.9376024,38.9828729
POINT (-76.9495934 38.9908091),7578,0,Cotoneaster,,,Cotoneaster,sp.,,0,4.5,1,1.5,0,1.5,,,,-76.9495934,38.9908091
POINT (-76.9453562 38.987546),7579,0,Juniper,Chinese,Sargent,Juniperus,chinensis,Sargentii,0,4.5,1,0,0,0,,,,-76.9453562,38.987546
POINT (-76.9356507 38.9844831),7580,0,Holly,Hybrid,Dragon Lady,Ilex,x aquipernyi,Dragon Lady,0,4.5,1,0,0,0,,,,-76.9356507,38.9844831
POINT (-76.9518274 38.9903169),7581,0,Holly,Inkberry,,Ilex,glabra,,0,4.5,1,2.5,0,1.5,,,,-76.9518274,38.9903169
POINT (-76.9526284 38.9860495),7582,0,Planetree,London,,Platanus,x acerifolia,,0,4.5,1,0,0,0,,,,-76.9526284,38.9860495
POINT (-76.9541638 39.0038087),7583,0,Blackgum,Common,,Nyssa,sylvatica,,6.6,4.5,1,29.1,13,5,,,,-76.9541638,39.0038087
POINT (-76.9492444 38.9927578),7584,0,Sumac,Fragrant,Gro-Low,Rhus,aromatica,Gro-Low,0,4.5,1,0,0,0,,,,-76.9492444,38.9927578
POINT (-76.9416091 38.9964705),7585,0,Ginkgo,Biloba,,Ginkgo,biloba,,2,4.5,1,0,0,0,,,,-76.9416091,38.9964705
POINT (-76.9470596 38.9844454),7586,0,Maple,Freeman,,Acer,x freemanii,,2.2,4.5,1,15,5,3.1,,,,-76.9470596,38.9844454
POINT (-76.9408482 38.9846342),7587,0,Pine,Austrian,,Pinus,nigra,,0,4.5,1,0,0,0,,,,-76.9408482,38.9846342
POINT (-76.9471348 38.9886879),7588,3266,Hemlock,Eastern,,Tsuga,canadensis,,9.3,4.5,1,32,0,12.9,,,,-76.9471348,38.9886879
POINT (-76.9435892 38.9873532),7589,0,Pine,Japanese Black,,Pinus,thunbergii,,0,4.5,1,0,0,0,,,,-76.9435892,38.9873532
POINT (-76.9493496 38.9921106),7590,0,Rose,Hybrid,Knock Out,Rosa,x,Radrazz,0,4.5,1,2.5,0,1,,,,-76.9493496,38.9921106
POINT (-76.93942 38.9828969),7591,55,Maple,Red,,Acer,rubrum,,11,4.5,1,46,11,21.5,,,,-76.93942,38.9828969
POINT (-76.9398376 38.9823505),7592,0,Viburnum,Lantanaphyllum,,Viburnum,x rhytidophylloides,,0,4.5,1,10,0,8.5,,,,-76.9398376,38.9823505
POINT (-76.9454821 38.9840768),7593,0,Crabapple,,,Malus,sp.,,4.2,3.5,1,13,4,7.2,,,,-76.9454821,38.9840768
POINT (-76.9420621 38.997794),7594,0,Redbud,Eastern,,Cercis,canadensis,,3.9,2.2,2,0,0,0,,,,-76.9420621,38.997794
POINT (-76.9464695 38.9859093),7595,0,Pine,Lacebark,,Pinus,bungeana,,8.5,0.5,3,12,1,5.3,,,,-76.9464695,38.9859093
POINT (-76.9499025 38.9930765),7596,0,Holly,,,Ilex,sp.,,4,4.5,1,8,1,3.9,,,,-76.9499025,38.9930765
POINT (-76.9517201 38.9904525),7597,0,Sweetspire,Virginia,Little Henry,Itea,virginica,Sprich,0,4.5,1,3,0,1,,,,-76.9517201,38.9904525
POINT (-76.9420913 38.9846741),7598,0,Dogwood,Kousa,,Cornus,kousa,,0,4.5,1,10,0,0,,,,-76.9420913,38.9846741
POINT (-76.9232623 38.995838),7599,0,Holly,Japanese,,Ilex,crenata,,0,4.5,1,2,0,2.5,,,,-76.9232623,38.995838
POINT (-76.9448563 38.9931677),7600,0,Crabapple,,,Malus,sp.,,2.8,4.5,1,11,4,4.8,,,,-76.9448563,38.9931677
POINT (-76.9414847 38.991259),7601,0,Sweetspire,Virginia,Little Henry,Itea,virginica,Sprich,0,0,0,0,0,0,,,,-76.9414847,38.991259
POINT (-76.9498053 38.9900336),7602,0,Holly,Chinese,Dwarf Burford,Ilex,cornuta,Burfordii Nana,0,4.5,1,3,0,2,,,,-76.9498053,38.9900336
POINT (-76.9444192 38.9872978),7603,0,Viburnum,Koreanspice,,Viburnum,carlesii,,0,4.5,1,5,0,0,,,,-76.9444192,38.9872978
POINT (-76.9503669 38.9914694),7604,0,Burning Bush,Common,,Euonymus,alatus,,0,4.5,1,4,0,2.5,,,,-76.9503669,38.9914694
POINT (-76.939406 38.981943),7605,3313,Cypress,Leyland,,X Cupressocyparis,leylandii,,13.4,4.5,1,42,4,11.3,,,,-76.939406,38.981943
POINT (-76.9412261 38.9906112),7606,0,St. Johnswort,,,Hypericum,x,Hidekote,0,0,0,0,0,0,,,,-76.9412261,38.9906112
POINT (-76.9501692 38.992534),7607,0,Holly,Inkberry,,Ilex,glabra,,0,4.5,1,2,0,1,,,,-76.9501692,38.992534
POINT (-76.951598 38.9893488),7608,0,Magnolia,Southern,,Magnolia,grandiflora,,4,4.5,1,13.9,1,3.9,,,,-76.951598,38.9893488
POINT (-76.9413917 38.9907011),7609,0,,,,Rhododendron,x,,0,0,0,0,0,0,,,,-76.9413917,38.9907011
POINT (-76.9475321 38.987326),7610,0,Cypress,Leyland,,X Cupressocyparis,leylandii,,0,4.5,1,21.5,0,7,,,,-76.9475321,38.987326
POINT (-76.952116 38.9865649),7611,0,Juniper,,,Juniperus,,,0,4.5,1,2,0,2,,,,-76.952116,38.9865649
POINT (-76.9477223 38.9841555),7612,0,Osmanthus,Holly-Leaf,Gulftide,Osmanthus,heterophyllus,Gulftide,0,4.5,1,0,0,0,,,,-76.9477223,38.9841555
POINT (-76.9517739 38.9868719),7613,0,Willow,Corkscrew,,Salix,matsudana,Tortuosa,0,4.5,1,0,0,0,,,,-76.9517739,38.9868719
POINT (-76.9394408 38.9887372),7614,1994,Fir,Momi,,Abies,firma,,12.3,4.5,1,51.4,0,10,,,,-76.9394408,38.9887372
POINT (-76.952887 38.9878937),7615,3079,Maple,Red,,Acer,rubrum,,8.2,4.5,1,28.9,5,14.3,,,,-76.952887,38.9878937
POINT (-76.9475925 38.9867533),7616,0,Hydrangea,Panicle,Bombshell,Hydrangea,paniculata,Bombshell,0,4.5,1,0,0,0,,,,-76.9475925,38.9867533
POINT (-76.950014 38.9897764),7617,0,Cherry,Ornamental,Okame,Prunus,x incamp,Okame,9.2,4,1,18.4,10,8.4,,,,-76.950014,38.9897764
POINT (-76.9386173 38.9824366),7618,68,Chestnut,Horse,,Aesculus,hippocastanum,Baumennii,16.9,1,1,27,6,12.7,,,,-76.9386173,38.9824366
POINT (-76.9525843 38.988207),7619,0,Zelkova,Ornamental,Okame,Prunus,x incamp,Okame,6.5,4.5,1,18.1,5,7.5,,,,-76.9525843,38.988207
POINT (-76.9504266 38.9898447),7620,0,Cypress,Siberian,,Microbiota,decussata,,0,4.5,1,1,0,1,,,,-76.9504266,38.9898447
POINT (-76.9462441 38.9920178),7621,0,Burning Bush,Common,,Euonymus,alatus,,0,0,0,0,0,0,,,,-76.9462441,38.9920178
POINT (-76.949752 38.9870413),7622,0,Oak,Pin,,Quercus,palustris,,0,4.5,1,0,0,0,,,,-76.949752,38.9870413
POINT (-76.9498773 38.9865276),7623,0,Oak,Pin,,Quercus,palustris,,0,4.5,1,0,0,0,,,,-76.9498773,38.9865276
POINT (-76.9467176 38.9864174),7624,1149,Oak,Willow,,Quercus,phellos,,22.5,4.5,1,43,8,17.7,,,,-76.9467176,38.9864174
POINT (-76.9435137 38.990771),7625,0,Sage,Hybrid,Anthony Parker,Salvia,x,Anthony Parker,0,4.5,1,0,0,0,,,,-76.9435137,38.990771
POINT (-76.950113 38.9901048),7626,0,Holly,Winterberry,Winter Red,Ilex,verticillata,Winter Red,0,4.5,1,6,0,2,,,,-76.950113,38.9901048
