geometry,OBJECTID,TAGID,CNAME1,CNAME2,CNAME3,GENUS,SPECIES,CULTIVAR,DIAMETER,DBHHEIGHT,NUMTRUNK,HEIGHT,TRUNKHEIGHT,CRADAVG,Latitude,Longitude,Long,longitude,latitude
POINT (-76.9522953 38.986411),2377,0,,,,Rhododendron,,,0,4.5,1,2,0,1,4719725.252,-8566290.329,,-76.9522953,38.986411
POINT (-76.9456544 38.989962),2378,1351,Pine,Loblolly,,Pinus,taeda,,0,4.5,2,17,0,0,4720233.819,-8565551.072,,-76.9456544,38.989962
POINT (-76.95101 38.9905678),2379,0,Yucca,Adams Needle,Color Guard,Yucca,filamentosa,Color guard,0,4.5,1,2,0,1,4720320.58,-8566147.25,,-76.95101,38.9905678
POINT (-76.9479126 38.9828846),2380,0,Maple,Sugar,,Acer,saccharum,,3,4.5,1,16,5.5,2.6,4719220.229,-8565802.451,,-76.9479126,38.9828846
POINT (-76.9512444 38.9920113),2381,0,Cypress,Hybrid,Nanjing Beauty,Taxodium,x,Nanjing Beauty,0,4.5,1,0,0,0,4720527.326,-8566173.341,,-76.9512444,38.9920113
POINT (-76.9486451 38.9872383),2382,0,Crapemyrtle,Hybrid,Natchez,Lagerstroemia,x,Natchez,0,4.5,1,9,4,3,4719843.734,-8565883.992,,-76.9486451,38.9872383
POINT (-76.9492026 38.9927521),2383,0,Sumac,Fragrant,Gro-Low,Rhus,aromatica,Gro-Low,0,4.5,1,0,0,0,4720633.425,-8565946.045,,-76.9492026,38.9927521
POINT (-76.9393193 38.9899891),2384,0,Serviceberry,Allegheny,Spring Flurry,Amelanchier,laevis,Spring Flurry,0,4.5,1,0,0,0,4720237.693,-8564845.848,,-76.9393193,38.9899891
POINT (-76.9438861 38.98735),2385,1209,Pine,Japanese Black,,Pinus,thunbergii,,9.1,4.5,1,15,3,9.7,4719859.733,-8565354.221,,-76.9438861,38.98735
POINT (-76.9400541 38.9951396),2386,0,Maple,Freeman,Autumn Blaze,Acer,x freemanii,Autumn Blaze,3.4,4.5,1,0,5,0,4720975.392,-8564927.644,,-76.9400541,38.9951396
POINT (-76.9497102 38.9909017),2387,3184,Maple,Red,,Acer,rubrum,,7.3,4.5,1,23.9,6,11.6,4720368.408,-8566002.556,,-76.9497102,38.9909017
POINT (-76.9475735 38.9925735),2388,0,Holly,Chinese,,Ilex,cornuta,,0,0,0,0,0,0,4720607.848,-8565764.7,,-76.9475735,38.9925735
POINT (-76.9475562 38.9869972),2389,0,Viburnum,Doublefile,,Viburnum,plicatum var. tomentosum,,0,4.5,1,0,0,0,4719809.21,-8565762.775,,-76.9475562,38.9869972
POINT (-76.9521782 38.986312),2390,0,Holly,Winterberry,,Ilex,verticillata,,0,4.5,1,4,0,2,4719711.068,-8566277.29,,-76.9521782,38.986312
POINT (-76.9336558 38.9897345),2391,0,Dogwood,Kousa,,Cornus,kousa,,0,4.5,1,6.1,0,5,4720201.234,-8564215.383,,-76.9336558,38.9897345
POINT (-76.9488227 38.9865278),2392,0,Maple,Red,Bowhall,Acer,rubrum,Bowhall,4.1,4.5,1,0,0,0,4719741.973,-8565903.759,,-76.9488227,38.9865278
POINT (-76.9500861 38.9898576),2393,0,,,,Viburnum,opulus,,0,0,0,0,0,0,4720218.868,-8566044.405,,-76.9500861,38.9898576
POINT (-76.9447582 38.9853113),2394,556,Hawthorn,Green,Winter King,Crataegus,viridis,Winter King,8,4.5,1,28,9,15.3,4719567.766,-8565451.301,,-76.9447582,38.9853113
POINT (-76.9471473 38.9861298),2395,984,Pine,Eastern White,,Pinus,strobus,,12.2,4.5,1,35,6,16,4719684.986,-8565717.254,,-76.9471473,38.9861298
POINT (-76.9525576 38.9868985),2396,0,Dogwood,Kousa,,Cornus,kousa,,2.8,0.3,4,6.7,0.2,2.8,4719795.076,-8566319.532,,-76.9525576,38.9868985
POINT (-76.9504432 38.9926156),2397,0,Dogwood,Dwarf Redtwig,Kelseyi,Cornus,sericea,Kelseyi,0,4.5,1,2,0,1,4720613.882,-8566084.156,,-76.9504432,38.9926156
POINT (-76.9503712 38.9890283),2398,0,Crapemyrtle,Hybrid,Natchez,Lagerstroemia,x,Natchez,0,4.5,3,12.5,2.7,5,4720100.088,-8566076.137,,-76.9503712,38.9890283
POINT (-76.9524725 38.9865219),2399,0,Holly,Hybrid,,Ilex,x,,3.8,4.5,3,7.2,0,2.1,4719741.131,-8566310.051,,-76.9524725,38.9865219
POINT (-76.9534397 38.988246),2400,0,Crabapple,,,Malus,sp.,,2.1,4.5,1,8.9,3.5,6.1,4719988.06,-8566417.719,,-76.9534397,38.988246
POINT (-76.9510744 38.9901698),2401,0,Hydrangea,Panicle,Tardiva,Hydrangea,paniculata,Tardiva,0,4.5,1,0,0,0,4720263.586,-8566154.414,,-76.9510744,38.9901698
POINT (-76.9492803 38.9921196),2402,0,Yew,English,Densiformis,Taxus,baccata,Densiformis,0,4.5,1,2,0,1,4720542.84,-8565954.702,,-76.9492803,38.9921196
POINT (-76.9381276 38.9870294),2403,0,Cherry,Yoshino,,Prunus,x yedoensis,,3,4.5,1,17,5.5,5.1,4719813.811,-8564713.183,,-76.9381276,38.9870294
POINT (-76.9388309 38.9876841),2404,815,Oak,Scarlet,,Quercus,coccinea,,22.9,4.5,1,48,7,25,4719907.583,-8564791.476,,-76.9388309,38.9876841
POINT (-76.941526 38.9814375),2405,3304,Oak,Willow,,Quercus,phellos,,24.4,4.5,1,64,8.5,27,4719013.007,-8565091.496,,-76.941526,38.9814375
POINT (-76.9534968 38.9882507),2406,0,Pine,Eastern White,,Pinus,strobus,,4.7,4.5,1,12.9,1,6.4,4719988.723,-8566424.083,,-76.9534968,38.9882507
POINT (-76.9440606 38.9928858),2407,0,Pine,Eastern White,,Pinus,strobus,,1.1,4.5,1,5,0,1.5,4720652.574,-8565373.65,,-76.9440606,38.9928858
POINT (-76.9511963 38.9918368),2408,3649,Maple,Freeman,,Acer,x freemanii,,4.4,4.5,1,17,5,3.2,4720502.332,-8566167.984,,-76.9511963,38.9918368
POINT (-76.9497381 38.9923303),2409,0,Sweetspire,Virginia,Little Henry,Itea,virginica,Sprich,0,4.5,1,0,0,0,4720573.007,-8566005.666,,-76.9497381,38.9923303
POINT (-76.9353539 38.987693),2410,1810,Mulberry,White,,Morus,alba,,19.5,4.5,1,41,3,21.9,4719908.85,-8564404.416,,-76.9353539,38.987693
POINT (-76.9475387 38.9860112),2411,0,Rose,,,Rosa,hybrida,Radsunny,0,0,0,0,0,0,4719667.989,-8565760.83,,-76.9475387,38.9860112
POINT (-76.9444728 38.9857062),2412,0,Crabapple,,,Malus,x zumi,Calocarpa,5,2.5,1,14,6,8.8,4719624.321,-8565419.536,,-76.9444728,38.9857062
POINT (-76.9528131 38.9899939),2413,3197,Cedar,Eastern Red,,Juniperus,virginiana,,6,4.5,1,21.1,4.5,4.2,4720238.386,-8566347.973,,-76.9528131,38.9899939
POINT (-76.9495546 38.9901273),2414,0,Barberry,Japanese,Crimson Pygmy,Berberis,thunbergii var. atropurpurea,Crimson Pygmy,0,4.5,1,0,0,0,4720257.497,-8565985.24,,-76.9495546,38.9901273
POINT (-76.9512691 38.9904174),2415,0,Spiraea,Bumald,Anthony Waterer,Spiraea,x bumalda,Anthony Waterer,0,4.5,1,3,0,2,4720299.044,-8566176.091,,-76.9512691,38.9904174
POINT (-76.9444612 38.9860855),2416,0,Maple,Japanese,,Acer,palmatum,,4.8,0.5,1,14,2,5.8,4719678.63,-8565418.239,,-76.9444612,38.9860855
POINT (-76.950623 38.9928175),2417,0,Boxwood,Ssp.,,Buxus,sp.,,0,4.5,1,0,0,0,4720642.792,-8566104.166,,-76.950623,38.9928175
POINT (-76.9481393 38.9928334),2418,0,Dogwood,Common,,Cornus,florida,,4.4,4.5,1,22,0,8.1,4720645.068,-8565827.682,,-76.9481393,38.9928334
POINT (-76.9498358 38.9911735),2419,0,Barberry,Japanese,Crimson Pygmy,Berberis,thunbergii var. atropurpurea,Crimson Pygmy,0,4.5,1,2.5,0,0.8,4720407.335,-8566016.543,,-76.9498358,38.9911735
POINT (-76.942793 38.9883862),2420,1247,Locust,Honey,Thornless,Gleditsia,triacanthos var. inermis,,7.6,4.5,1,30,5,12.4,4720008.136,-8565232.541,,-76.942793,38.9883862
POINT (-76.9499658 38.990212),2421,0,Yew,English,,Taxus,baccata,,0,4.5,1,3,0,2,4720269.616,-8566031.011,,-76.9499658,38.990212
POINT (-76.9481714 38.9861736),2422,0,Spiraea,,,Spiraea,,,0,0,0,0,0,0,4719691.259,-8565831.254,,-76.9481714,38.9861736
POINT (-76.947286 38.9837414),2423,0,Dogwood,Redtwig,Arctic Sun,Cornus,sanguinea,Arctic Sun,0,4.5,1,0,0,0,4719342.929,-8565732.691,,-76.947286,38.9837414
POINT (-76.9475077 38.986304),2424,0,Boxwood,,,Buxus,sp.,,0,0,0,0,0,0,4719709.925,-8565757.37,,-76.9475077,38.986304
POINT (-76.9475728 38.9842791),2425,0,Franklin Tree,,,Franklinia,alatahama,,1.1,1,1,10,4,3.5,4719419.932,-8565764.625,,-76.9475728,38.9842791
POINT (-76.9504661 38.9901245),2426,0,Holly,Chinese,Dwarf Burford,Ilex,cornuta,Burfordii Nana,0,4.5,1,4,0,2,4720257.09,-8566086.7,,-76.9504661,38.9901245
POINT (-76.9474682 38.9918358),2427,2422,Maple,Sugar,,Acer,saccharum,,14.6,4.5,1,45,7,20.4,4720502.191,-8565752.982,,-76.9474682,38.9918358
POINT (-76.9500669 38.989139),2428,2774,Pine,Japanese Black,,Pinus,thunbergii,,12.1,4.5,1,27.5,4.5,14.3,4720115.941,-8566042.259,,-76.9500669,38.989139
POINT (-76.9446859 38.9929042),2429,2350,Beech,American,,Fagus,grandifolia,,15.6,4.5,1,41,7,10,4720655.205,-8565443.257,,-76.9446859,38.9929042
POINT (-76.9463605 38.9835308),2430,0,Maple,Sugar,Green Mountain,Acer,saccharum,Green Mountain,5,4.5,1,24.9,6,9.7,4719312.781,-8565629.67,,-76.9463605,38.9835308
POINT (-76.9420104 38.9820519),2431,0,Crapemyrtle,Hybrid,Natchez,Lagerstroemia,x,Natchez,0,4.5,1,11,2,5,4719100.984,-8565145.424,,-76.9420104,38.9820519
POINT (-76.9476183 38.9928095),2432,0,Deutzia,Dwarf,Nikko,Deutzia,gracilis,,0,4.5,1,0,0,0,4720641.645,-8565769.692,,-76.9476183,38.9928095
POINT (-76.9413073 38.9839483),2433,0,Holly,Winterberry,Sparkleberry,Ilex,verticillata,Sparkleberry,0,4.5,1,5,0,2,4719372.568,-8565067.15,,-76.9413073,38.9839483
POINT (-76.9412266 38.9837781),2434,0,Boxwood,Common,Elegantissima,Buxus,sempervirens,Elegantissima,0,4.5,1,2,0,1,4719348.195,-8565058.166,,-76.9412266,38.9837781
POINT (-76.9472845 38.9823122),2435,0,Maple,Sugar,,Acer,saccharum,,3.9,4,1,18,4.5,6.2,4719138.26,-8565732.528,,-76.9472845,38.9823122
POINT (-76.9440164 38.9867339),2436,929,Holly,English,,Ilex,aquifolium,,7.8,4.5,1,16,4,6.3,4719771.496,-8565368.729,,-76.9440164,38.9867339
POINT (-76.947 38.9922755),2437,0,Boxwood,Little Leaf,,Buxus,microphylla,,0,0,0,0,0,0,4720565.16,-8565700.853,,-76.947,38.9922755
POINT (-76.9493248 38.989695),2438,0,Planetree,London,,Platanus,x acerifolia,,2.9,4.5,1,0,0,0,4720195.576,-8565959.652,,-76.9493248,38.989695
POINT (-76.9381162 38.9826401),2439,17,Blackgum,Common,,Nyssa,sylvatica,,10.3,4.5,1,28,8,14.4,4719185.225,-8564711.922,,-76.9381162,38.9826401
POINT (-76.9402577 38.990776),2440,2080,Hornbeam,American,,Carpinus,caroliniana,,7.5,4.5,1,35,8,13.3,4720350.402,-8564950.31,,-76.9402577,38.990776
POINT (-76.9522802 38.986513),2441,0,Dogwood,Redoiser,Yellow Twig,Cornus,sericea,Flaviramea,0,4.5,1,4,0,2,4719739.856,-8566288.646,,-76.9522802,38.986513
POINT (-76.9443184 38.9820595),2442,0,Maple,Red,,Acer,rubrum,,2.7,4.5,1,18,5.5,7.4,4719102.076,-8565402.345,,-76.9443184,38.9820595
POINT (-76.9437042 38.9846746),2443,0,Camellia,Hybrid,Londontowne Blush,Camellia,x,Londontowne Blush,0,4.5,1,0,0,0,4719476.58,-8565333.977,,-76.9437042,38.9846746
POINT (-76.9524779 38.9890244),2444,0,Holly,Japanese,,Ilex,crenata,,0,4.5,1,0,0,0,4720099.537,-8566310.657,,-76.9524779,38.9890244
POINT (-76.9497457 38.9869807),2445,0,Oak,Pin,,Quercus,palustris,,0,4.5,1,0,0,0,4719806.838,-8566006.508,,-76.9497457,38.9869807
POINT (-76.9510181 38.9924768),2446,0,Cypress,Leyland,,X Cupressocyparis,leylandii,,0,4.5,1,0,0,0,4720593.994,-8566148.152,,-76.9510181,38.9924768
POINT (-76.9360873 38.9889233),2447,1894,Oak,Willow,,Quercus,phellos,,22,4.5,1,49,5,22.7,4720085.06,-8564486.064,,-76.9360873,38.9889233
POINT (-76.9225879 38.9960701),2448,0,Hydrangea,Bigleaf,,Hydrangea,macrophylla,,0,4.5,1,2.5,0,3.5,4721108.67,-8562983.321,,-76.9225879,38.9960701
POINT (-76.9324304 38.9829746),2449,1565,Oak,Willow,,Quercus,phellos,,12.4,4.5,1,37,3,15.3,4719233.13,-8564078.973,,-76.9324304,38.9829746
POINT (-76.9355167 38.9845387),2450,1441,Holly,Hybrid,,Ilex,x,,0,4.5,1,0,0,0,4719457.11,-8564422.538,,-76.9355167,38.9845387
POINT (-76.9491658 38.9912507),2451,0,Yew,English,,Taxus,baccata,,0,4.5,1,3.5,0,2,4720418.395,-8565941.955,,-76.9491658,38.9912507
POINT (-76.9504607 38.9930046),2452,0,Birch,River,,Betula,nigra,,4.7,4.5,1,24,3.5,7.6,4720669.593,-8566086.097,,-76.9504607,38.9930046
POINT (-76.9384671 38.9900795),2453,1971,Cedar,Deodar,,Cedrus,deodara,,6.2,4.5,1,27,0,7.8,4720250.648,-8564750.979,,-76.9384671,38.9900795
POINT (-76.950374 38.9925098),2454,0,Abelia,Glossy,Edward Goucher,Abelia,x grandiflora,Edward Goucher,0,4.5,1,2,0,1,4720598.716,-8566076.445,,-76.950374,38.9925098
POINT (-76.9500009 38.990886),2455,0,Yew,English,,Taxus,baccata,,0,4.5,1,3.5,0,2,4720366.16,-8566034.912,,-76.9500009,38.990886
POINT (-76.9455474 38.984435),2456,514,Oak,Red,,Quercus,rubra,,14.9,4.5,1,48,9,19.4,4719442.271,-8565539.15,,-76.9455474,38.984435
POINT (-76.9379679 38.9906309),2457,3757,Locust,Honey,Thornless,Gleditsia,triacanthos var. inermis,,3.6,4.5,1,12,6,4.2,4720329.611,-8564695.41,,-76.9379679,38.9906309
POINT (-76.9500532 38.9923668),2458,0,Crapemyrtle,Hybrid,Natchez,Lagerstroemia,x,Natchez,0,4.5,1,15,4,8,4720578.245,-8566040.735,,-76.9500532,38.9923668
POINT (-76.9519798 38.9889557),2459,0,Juniper,,,Juniperus,,,0,4.5,1,0,0,0,4720089.695,-8566255.209,,-76.9519798,38.9889557
POINT (-76.9501854 38.993285),2460,0,Birch,River,,Betula,nigra,,3.2,4.5,1,24,6,7.5,4720709.755,-8566055.454,,-76.9501854,38.993285
POINT (-76.9454655 38.9851326),2461,0,Hydrangea,Oakleaf,,Hydrangea,quercifolia,,0,4.5,1,0,0,0,4719542.174,-8565530.033,,-76.9454655,38.9851326
POINT (-76.9503105 38.990009),2462,0,Holly,Winterberry,,Ilex,verticillata,,0,0,0,0,0,0,4720240.553,-8566069.386,,-76.9503105,38.990009
POINT (-76.9437063 38.9927269),2463,2262,Pine,Eastern White,,Pinus,strobus,,20,4.5,1,68,4,19.9,4720629.82,-8565334.202,,-76.9437063,38.9927269
POINT (-76.9465989 38.9920349),2464,0,Serviceberry,,,Amelanchier,sp.,,0,4.5,0,0,0,0,4720530.7,-8565656.209,,-76.9465989,38.9920349
POINT (-76.9351414 38.9809858),2465,0,Holly,Meserveae,,Ilex,x meserveae,,4.5,4.5,1,15.6,0,2.9,4718948.312,-8564380.768,,-76.9351414,38.9809858
POINT (-76.947733 38.9856588),2466,0,Beautyberry,Purple,Early Amethyst,Callicarpa,dichotoma,Early Amethyst,0,0,0,0,0,0,4719617.533,-8565782.459,,-76.947733,38.9856588
POINT (-76.9454323 38.9824951),2467,0,Zelkova,Japanese,,Zelkova,serrata,Green Vase,4.3,4.5,1,20,6,6.2,4719164.453,-8565526.339,,-76.9454323,38.9824951
POINT (-76.9435163 38.9926509),2468,2257,Maple,Sugar,,Acer,saccharum,,6.5,4,1,24,4,11.6,4720618.93,-8565313.05,,-76.9435163,38.9926509
POINT (-76.9398484 38.9897181),2469,0,Cherry,Sargent,Columnaris,Prunus,sargentii,Columnaris,0,4.5,1,12,4,3,4720198.886,-8564904.74,,-76.9398484,38.9897181
POINT (-76.9405741 38.9904263),2470,2087,Oak,Pin,,Quercus,palustris,,14.5,4.5,1,48,6,14.7,4720300.316,-8564985.531,,-76.9405741,38.9904263
POINT (-76.942719 38.9876077),2471,1269,Ginkgo,Biloba,,Ginkgo,biloba,,7.1,4.5,1,30,4,10.6,4719896.636,-8565224.299,,-76.942719,38.9876077
POINT (-76.9421452 38.9949427),2472,0,Serviceberry,,,Amelanchier,sp.,,0,4.5,1,12,0,0,4720947.185,-8565160.423,,-76.9421452,38.9949427
POINT (-76.9523122 38.9894745),2473,0,Cedar,Deodar,,Cedrus,deodara,,4.5,4.5,1,15.8,0,6.7,4720164.002,-8566292.208,,-76.9523122,38.9894745
POINT (-76.9374069 38.9855704),2474,693,Cherry,Yoshino,,Prunus,x yedoensis,,10.8,4.5,1,28,7,13,4719604.874,-8564632.956,,-76.9374069,38.9855704
POINT (-76.9495263 38.9872383),2475,0,Crapemyrtle,Hybrid,Natchez,Lagerstroemia,x,Natchez,0,4.5,1,9,4,3,4719843.728,-8565982.09,,-76.9495263,38.9872383
POINT (-76.9471887 38.9928774),2476,0,Abelia,Glossy,,Abelia,x grandiflora,,0,0,0,0,0,0,4720651.366,-8565721.869,,-76.9471887,38.9928774
POINT (-76.9519226 38.9865629),2477,0,Dogwood,Common,Red Flowering,Cornus,florida var. rubra,,0,4.5,1,4,0,0,4719747.004,-8566248.841,,-76.9519226,38.9865629
POINT (-76.9521797 38.9862961),2478,0,Holly,Winterberry,,Ilex,verticillata,,0,4.5,1,4,0,2,4719708.802,-8566277.457,,-76.9521797,38.9862961
POINT (-76.9396733 38.9904432),2479,2069,Locust,Honey,Thornless,Gleditsia,triacanthos var. inermis,,16,4.5,1,37,4,23.5,4720302.742,-8564885.256,,-76.9396733,38.9904432
POINT (-76.9352548 38.9849205),2480,1698,Oak,Willow,,Quercus,phellos,,13.2,4.5,1,37,6,13.8,4719511.789,-8564393.394,,-76.9352548,38.9849205
POINT (-76.9525333 38.9887455),2481,0,Oak,Hybrid,Regal Prince,Quercus,x warei,Regal Prince,0,4.5,1,0,0,0,4720059.586,-8566316.82,,-76.9525333,38.9887455
POINT (-76.9508157 38.991326),2482,0,Holly,Hybrid,,Ilex,x,,3.1,4.5,1,15,2.5,4.9,4720429.169,-8566125.623,,-76.9508157,38.991326
POINT (-76.9500637 38.9899781),2483,0,Holly,Winterberry,Winter Red,Ilex,verticillata,Winter Red,0,4.5,1,6.5,0,3,4720236.121,-8566041.912,,-76.9500637,38.9899781
POINT (-76.9411699 38.9839894),2484,0,Spiraea,Japanese,Goldflame,Spiraea,japonica,Goldflame,0,4.5,1,3,0,1.5,4719378.452,-8565051.855,,-76.9411699,38.9839894
POINT (-76.947239 38.992213),2485,0,Planetree,London,,Platanus,x acerifolia,,3.2,4.5,1,20,7,7.3,4720556.208,-8565727.462,,-76.947239,38.992213
POINT (-76.9522427 38.9905974),2486,0,Fir,Douglas,,Pseudotsuga,menziesii,,4,4.5,1,10.5,0,4.7,4720324.814,-8566284.471,,-76.9522427,38.9905974
POINT (-76.9453184 38.9875237),2487,0,Grass,Switch,Northwind,Panicum,virgatum,North Wind,0,4.5,1,0,0,0,4719884.602,-8565513.661,,-76.9453184,38.9875237
POINT (-76.9415449 38.983216),2488,0,Yew,Intermediate,,Taxus,x media,,0,4.5,1,9,1,4,4719267.693,-8565093.604,,-76.9415449,38.983216
POINT (-76.9367614 38.9894271),2489,1920,Oak,Willow,,Quercus,phellos,,23.6,4.5,1,60,7,19.5,4720157.208,-8564561.105,,-76.9367614,38.9894271
POINT (-76.9480575 38.9924997),2490,0,Hydrangea,Smooth,,Hydrangea,arborescens,,0,4.5,1,1,0,0.5,4720597.28,-8565818.578,,-76.9480575,38.9924997
POINT (-76.9457837 38.9841619),2491,512,Oak,Pin,,Quercus,palustris,,19.3,4.5,1,49,11,26.1,4719403.148,-8565565.46,,-76.9457837,38.9841619
POINT (-76.9502884 38.9923034),2492,0,Sweetspire,Virginia,,Itea,virginica,,0,4.5,1,2.5,0,1,4720569.159,-8566066.919,,-76.9502884,38.9923034
POINT (-76.9509303 38.9920133),2493,3626,Holly,Hybrid,,Ilex,x,,0,4.5,1,12,0,3,4720527.609,-8566138.381,,-76.9509303,38.9920133
POINT (-76.9409684 38.9839715),2494,0,Hydrangea,Climbing,,Hydrangea,anomala subsp. petiolaris,,0,4.5,1,4,0,1.5,4719375.881,-8565029.426,,-76.9409684,38.9839715
POINT (-76.9237816 38.9975496),2495,0,Hawthorn,Washington,,Crataegus,phaenopyrum,,5.1,4.5,1,17,4,10,4721320.585,-8563116.197,,-76.9237816,38.9975496
POINT (-76.940211 38.9850897),2496,137,Oak,Willow,,Quercus,phellos,,18.8,4.5,1,48,4,20.2,4719536.031,-8564945.113,,-76.940211,38.9850897
POINT (-76.9509661 38.9924086),2497,0,Pine,Virginia,,Pinus,virginiana,,0,4.5,1,0,0,0,4720584.232,-8566142.367,,-76.9509661,38.9924086
POINT (-76.9515701 38.9913114),2498,0,Cypress,Bald,,Taxodium,distichum,,0,4.5,1,12,0,3,4720427.079,-8566209.598,,-76.9515701,38.9913114
POINT (-76.9425946 38.9853807),2499,0,Maple,Japanese,,Acer,palmatum,,8.3,4,4,13,5,13.1,4719577.697,-8565210.449,,-76.9425946,38.9853807
POINT (-76.9484652 38.9941827),2500,0,Planetree,London,Bloodgood,Platanus,x acerifolia,Bloodgood,2.8,4.5,1,24,5,6.2,4720838.332,-8565863.968,,-76.9484652,38.9941827
POINT (-76.9518047 38.9903836),2501,0,Sweetspire,Virginia,Little Henry,Itea,virginica,Sprich,0,4.5,1,2,0,1,4720294.202,-8566235.72,,-76.9518047,38.9903836
POINT (-76.9414104 38.9907145),2502,0,,,,Rhododendron,x,,0,0,0,0,0,0,4720341.589,-8565078.623,,-76.9414104,38.9907145
POINT (-76.9396111 38.9924201),2503,2150,Maple,Red,,Acer,rubrum,,8.7,4,1,20,4,11.6,4720585.881,-8564878.324,,-76.9396111,38.9924201
POINT (-76.9405916 38.9939461),2504,0,Ash,Green,,Fraxinus,pennsylvanica,,5.9,4.5,1,21.8,4,10.7,4720804.434,-8564987.482,,-76.9405916,38.9939461
POINT (-76.9436236 38.984778),2505,0,Camellia,Hybrid,Autumn Pink Icicle,Camellia,x,Autumn Pink Icicle,0,4.5,1,0,0,0,4719491.387,-8565324.995,,-76.9436236,38.984778
POINT (-76.9504109 38.9915937),2506,3193,Falsecypress,Nootka,Weeping,Xanthocyparis,nootkatensis,Pendula,16.4,4.5,3,20.5,0,10.9,4720467.51,-8566080.553,,-76.9504109,38.9915937
POINT (-76.933505 38.9825034),2507,1516,Oak,Willow,,Quercus,phellos,,21.7,4.5,1,57,4,30.2,4719165.638,-8564198.6,,-76.933505,38.9825034
POINT (-76.9503 38.9922992),2508,0,Rose,Hybrid,Knock Out,Rosa,x,Radrazz,0,4.5,1,2.5,0,1,4720568.553,-8566068.211,,-76.9503,38.9922992
POINT (-76.9361668 38.9897132),2509,0,Oak,Pin,,Quercus,palustris,,2.7,4.5,1,14,4,3.4,4720198.185,-8564494.917,,-76.9361668,38.9897132
POINT (-76.9361748 38.9882401),2510,0,Buckeye,Bottlebrush,,Aesculus,parviflora,,0,4.5,1,3,0,0,4719987.205,-8564495.8,,-76.9361748,38.9882401
POINT (-76.9522282 38.9864835),2511,0,Juniper,,,Juniperus,,,0,4.5,1,1,0,1.5,4719735.64,-8566282.86,,-76.9522282,38.9864835
POINT (-76.9482692 38.9920853),2512,2973,Oak,Willow,,Quercus,phellos,,19.8,4.5,1,88,23,20.6,4720537.925,-8565842.144,,-76.9482692,38.9920853
POINT (-76.9470079 38.9922749),2513,0,Boxwood,Little Leaf,,Buxus,microphylla,,0,0,0,0,0,0,4720565.072,-8565701.734,,-76.9470079,38.9922749
POINT (-76.95201 38.9889772),2514,0,Juniper,,,Juniperus,,,0,4.5,1,0,0,0,4720092.773,-8566258.563,,-76.95201,38.9889772
POINT (-76.9404766 38.9910682),2515,0,Elm,American,Valley Forge,Ulmus,americana,Valley Forge,0,4.5,1,0,0,0,4720392.245,-8564974.676,,-76.9404766,38.9910682
POINT (-76.9397124 38.9916719),2516,2126,Zelkova,Japanese,,Zelkova,serrata,,11.2,4.5,1,28,3,15.5,4720478.714,-8564889.609,,-76.9397124,38.9916719
POINT (-76.9335713 38.9831455),2517,0,Pine,Japanese Black,,Pinus,thunbergii,,5.3,4.5,1,0,0,0,4719257.594,-8564205.977,,-76.9335713,38.9831455
POINT (-76.9381513 38.9924625),2518,0,Magnolia,Sweetbay,,Magnolia,virginiana,,0,4.5,5,11,0,3,4720591.944,-8564715.83,,-76.9381513,38.9924625
POINT (-76.950645 38.989952),2519,0,Bamboo,Heavenly,,Nandina,domestica,,0,4.5,1,3.5,0,1.5,4720232.388,-8566106.621,,-76.950645,38.989952
POINT (-76.9397701 38.9821865),2520,0,Maple,Japanese,,Acer,palmatum,,4.8,0.5,1,4,0,5.4,4719120.26,-8564896.028,,-76.9397701,38.9821865
POINT (-76.9366621 38.9833815),2521,0,Crapemyrtle,Hybrid,Dynamite,Lagerstroemia,x,Dynamite,0,4.5,1,0,0,0,4719291.399,-8564550.045,,-76.9366621,38.9833815
POINT (-76.9441382 38.9868229),2522,932,Fir,China,Blue,Cunninghamia,lanceolata,Glauca,10.2,4.5,2,36.6,4,14.7,4719784.245,-8565382.279,,-76.9441382,38.9868229
POINT (-76.9454622 38.9916787),2523,0,Hawthorn,Green,Winter King,Crataegus,viridis,Winter King,3.5,4.5,1,15,6,8.4,4720479.688,-8565529.665,,-76.9454622,38.9916787
POINT (-76.947752 38.9856976),2524,0,Camellia,Hybrid,Winter's Snowman,Camellia,x,Winter's Snowman,0,0,0,0,0,0,4719623.087,-8565784.566,,-76.947752,38.9856976
POINT (-76.9333158 38.9843741),2525,1691,Maple,Sugar,,Acer,saccharum,,6.8,4.5,1,24,5,9.3,4719433.549,-8564177.539,,-76.9333158,38.9843741
POINT (-76.9504865 38.9898447),2526,0,Cypress,Siberian,,Microbiota,decussata,,0,4.5,1,1,0,1,4720217.019,-8566088.977,,-76.9504865,38.9898447
POINT (-76.9485835 38.9894134),2527,0,Pear,Ornamental,Cleveland Select,Pyrus,calleryana,Cleveland Select,3.6,4.5,1,0,0,0,4720155.24,-8565877.127,,-76.9485835,38.9894134
POINT (-76.9498574 38.9929289),2528,0,Cherry,Laurel,Otto Luyken,Prunus,laurocerasus,Otto Luyken,0,4.5,1,0,0,0,4720658.743,-8566018.942,,-76.9498574,38.9929289
POINT (-76.9402335 38.9952558),2529,0,Crapemyrtle,Hybrid,Natchez,Lagerstroemia,x,Natchez,0,4.5,1,12,0,4,4720992.027,-8564947.618,,-76.9402335,38.9952558
